,,,HOUSEHOLDS,SERVICES,INDUSTRY,TRANSPORTATION
2015,GR,MOBILITY_PASSENGER,0.0,0.0,0.0,168223.89597724215
2015,GR,MOBILITY_FREIGHT,0.0,0.0,0.0,27113.41271472211
2015,GR,AVIATION_LONG_HAUL,0.0,0.0,0.0,12310.264095069662
2015,GR,SHIPPING,0.0,0.0,0.0,390336.1748089069
2015,GR,NON_ENERGY,0.0,0.0,5035.301125849577,0.0
2015,ES,ELECTRICITY,43099.89502222591,65355.283209188085,29421.806884860165,0.0
2015,ES,HEAT_HIGH_T,0.0,0.0,135568.8977707863,0.0
2015,ES,HEAT_LOW_T_SH,72251.5645108258,50712.807857742104,23846.87900960779,0.0
2015,ES,HEAT_LOW_T_HW,32484.645733414007,30180.132347555267,3304.5306150350384,0.0
2015,ES,PROCESS_COOLING,0.0,0.0,12045.00935039552,0.0
2015,ES,SPACE_COOLING,12969.815389928477,37535.696253095186,10885.304605275132,0.0
2015,ES,MOBILITY_PASSENGER,0.0,0.0,0.0,527700.4453205212
2015,ES,MOBILITY_FREIGHT,0.0,0.0,0.0,230045.15589830367
2015,ES,AVIATION_LONG_HAUL,0.0,0.0,0.0,79241.69962423544
2015,ES,SHIPPING,0.0,0.0,0.0,1902852.7290225998
2015,ES,NON_ENERGY,0.0,0.0,39971.220067244794,0.0
2015,FI,ELECTRICITY,8516.67572508222,10913.485786707224,23481.28948095407,0.0
2015,FI,HEAT_HIGH_T,0.0,0.0,59964.82306195725,0.0
2015,FI,HEAT_LOW_T_SH,38666.81895449231,25829.06832592135,22165.123938362023,0.0
2015,FI,HEAT_LOW_T_HW,5028.178408265859,4786.49463777532,9152.39876502316,0.0
2015,FI,PROCESS_COOLING,0.0,0.0,3766.1993487632817,0.0
2015,FI,SPACE_COOLING,391.80455889014473,1133.9141283767742,520.9877317641935,0.0
2015,FI,MOBILITY_PASSENGER,0.0,0.0,0.0,91991.77251460042
2015,FI,MOBILITY_FREIGHT,0.0,0.0,0.0,34442.430761816075
2015,FI,AVIATION_LONG_HAUL,0.0,0.0,0.0,14871.539375560908
2015,FI,SHIPPING,0.0,0.0,0.0,156651.65502958413
2015,FI,NON_ENERGY,0.0,0.0,10503.705340575052,0.0
2015,FR,ELECTRICITY,84486.99104488254,107385.74905648966,93146.55526453933,0.0
2015,FR,HEAT_HIGH_T,0.0,0.0,156404.53967601107,0.0
2015,FR,HEAT_LOW_T_SH,252685.59863716294,172512.32411718703,32029.638653431433,0.0
2015,FR,HEAT_LOW_T_HW,69210.83973954983,51596.97125648208,11324.87068664645,0.0
2015,FR,PROCESS_COOLING,0.0,0.0,18921.39325384551,0.0
2015,FR,SPACE_COOLING,15312.179749578838,44314.68843413938,3969.9105443507888,0.0
2015,FR,MOBILITY_PASSENGER,0.0,0.0,0.0,947254.7795321362
2015,FR,MOBILITY_FREIGHT,0.0,0.0,0.0,341760.5000497363
2015,FR,AVIATION_LONG_HAUL,0.0,0.0,0.0,142566.82374497465
2015,FR,SHIPPING,0.0,0.0,0.0,1356282.4680849905
2015,FR,NON_ENERGY,0.0,0.0,96450.77484039255,0.0
2015,HR,ELECTRICITY,4318.471076508158,4584.818224138484,1745.2395167218815,0.0
2015,HR,HEAT_HIGH_T,0.0,0.0,8550.455381910884,0.0
2015,HR,HEAT_LOW_T_SH,17806.878953618423,4461.136485867795,0.0,0.0
2015,HR,HEAT_LOW_T_HW,3929.670760385492,1702.506746631406,2032.8817931874771,0.0
2015,HR,PROCESS_COOLING,0.0,0.0,704.9308562687308,0.0
2015,HR,SPACE_COOLING,1010.6327405540007,2924.853009266875,0.0,0.0
2015,HR,MOBILITY_PASSENGER,0.0,0.0,0.0,36113.03536968219
2015,HR,MOBILITY_FREIGHT,0.0,0.0,0.0,12000.267941835831
2015,HR,AVIATION_LONG_HAUL,0.0,0.0,0.0,1862.577451460553
2015,HR,SHIPPING,0.0,0.0,0.0,52152.985416605276
2015,HR,NON_ENERGY,0.0,0.0,3502.1234170666185,0.0
2015,HU,ELECTRICITY,8891.829920476821,12168.736124465198,20648.72908696856,0.0
2015,HU,HEAT_HIGH_T,0.0,0.0,15657.2935422735,0.0
2015,HU,HEAT_LOW_T_SH,47895.416086651036,16359.093097844621,3904.915667603285,0.0
2015,HU,HEAT_LOW_T_HW,8183.767206547454,4171.637775122296,4282.37863146651,0.0
2015,HU,PROCESS_COOLING,0.0,0.0,1589.8489053856067,0.0
2015,HU,SPACE_COOLING,600.3139318852094,1737.3571424341424,181.3838438886744,0.0
2015,HU,MOBILITY_PASSENGER,0.0,0.0,0.0,92070.90515459419
2015,HU,MOBILITY_FREIGHT,0.0,0.0,0.0,35224.933758360494
2015,HU,AVIATION_LONG_HAUL,0.0,0.0,0.0,4775.807266975437
2015,HU,SHIPPING,0.0,0.0,0.0,0.0
2015,HU,NON_ENERGY,0.0,0.0,13470.632733947354,0.0
2015,IE,ELECTRICITY,6091.878806650113,5619.725669056079,6613.121076561671,0.0
2015,IE,HEAT_HIGH_T,0.0,0.0,14312.933716741421,0.0
2015,IE,HEAT_LOW_T_SH,18881.61253243029,7739.656565032725,4016.858997768875,0.0
2015,IE,HEAT_LOW_T_HW,5953.794114923081,2968.0650125212233,1595.8250936162774,0.0
2015,IE,PROCESS_COOLING,0.0,0.0,2361.542381219483,0.0
2015,IE,SPACE_COOLING,436.7097766048524,1263.8734656258814,68.31094191986429,0.0
2015,IE,MOBILITY_PASSENGER,0.0,0.0,0.0,78810.45501606274
2015,IE,MOBILITY_FREIGHT,0.0,0.0,0.0,10369.126946390252
2015,IE,AVIATION_LONG_HAUL,0.0,0.0,0.0,17709.571511860482
2015,IE,SHIPPING,0.0,0.0,0.0,90245.17045374592
2015,IE,NON_ENERGY,0.0,0.0,1962.5656668109248,0.0
2015,IT,ELECTRICITY,50411.62221070826,80942.26895161672,42551.631118807876,0.0
2015,IT,HEAT_HIGH_T,0.0,0.0,167856.8169783595,0.0
2015,IT,HEAT_LOW_T_SH,224101.51428856037,101511.71681642208,35379.020386554235,0.0
2015,IT,HEAT_LOW_T_HW,54438.55885386064,35625.196070122656,28943.438580817452,0.0
2015,IT,PROCESS_COOLING,0.0,0.0,21105.92296467782,0.0
2015,IT,SPACE_COOLING,16171.105134702486,46800.48806896763,12141.085836929853,0.0
2015,IT,MOBILITY_PASSENGER,0.0,0.0,0.0,942862.6966782945
2015,IT,MOBILITY_FREIGHT,0.0,0.0,0.0,217676.48024295035
2015,IT,AVIATION_LONG_HAUL,0.0,0.0,0.0,68668.66548060917
2015,IT,SHIPPING,0.0,0.0,0.0,1303755.4059717949
2015,IT,NON_ENERGY,0.0,0.0,49447.03526531728,0.0
2015,LT,ELECTRICITY,2799.1901991853924,2299.0430825049134,1955.106067673217,0.0
2015,LT,HEAT_HIGH_T,0.0,0.0,4785.16688819658,0.0
2015,LT,HEAT_LOW_T_SH,10240.503582409863,4054.122824336794,1573.2266666288565,0.0
2015,LT,HEAT_LOW_T_HW,1617.4063276242618,1048.5527890008018,2775.213785862964,0.0
2015,LT,PROCESS_COOLING,0.0,0.0,653.3629383493214,0.0
2015,LT,SPACE_COOLING,37.63420591570386,108.91644017348563,40.751299297771574,0.0
2015,LT,MOBILITY_PASSENGER,0.0,0.0,0.0,31814.451689732337
2015,LT,MOBILITY_FREIGHT,0.0,0.0,0.0,21553.02181602621
2015,LT,AVIATION_LONG_HAUL,0.0,0.0,0.0,1491.9844440875193
2015,LT,SHIPPING,0.0,0.0,0.0,194069.8538473425
2015,LT,NON_ENERGY,0.0,0.0,7626.575464235986,0.0
2015,LU,ELECTRICITY,774.7053836915647,903.5024838017955,1495.1194124977071,0.0
2015,LU,HEAT_HIGH_T,0.0,0.0,4871.080343134782,0.0
2015,LU,HEAT_LOW_T_SH,4801.800518812981,2803.810796583951,939.0582339010776,0.0
2015,LU,HEAT_LOW_T_HW,584.0394242136304,484.4250050070923,69.65727013478288,0.0
2015,LU,PROCESS_COOLING,0.0,0.0,184.68846286532255,0.0
2015,LU,SPACE_COOLING,178.9172786753491,517.8010962286584,108.01389032767962,0.0
2015,LU,MOBILITY_PASSENGER,0.0,0.0,0.0,10804.430651923254
2015,LU,MOBILITY_FREIGHT,0.0,0.0,0.0,3193.2820875035945
2015,LU,AVIATION_LONG_HAUL,0.0,0.0,0.0,339.0019343450439
2015,LU,SHIPPING,0.0,0.0,0.0,0.0
2015,LU,NON_ENERGY,0.0,0.0,307.0401541860375,0.0
2015,LV,ELECTRICITY,1783.1575222969616,2742.375198797342,210.20747760883836,0.0
2015,LV,HEAT_HIGH_T,0.0,0.0,6808.0272998405735,0.0
2015,LV,HEAT_LOW_T_SH,8202.53455221776,5168.758707445555,1310.0089757373912,0.0
2015,LV,HEAT_LOW_T_HW,1289.236105134114,989.7647582015687,700.4707287122055,0.0
2015,LV,PROCESS_COOLING,0.0,0.0,240.85764989243162,0.0
2015,LV,SPACE_COOLING,35.078191812713406,101.51912833025158,34.045712351231984,0.0
2015,LV,MOBILITY_PASSENGER,0.0,0.0,0.0,20295.49741129385
2015,LV,MOBILITY_FREIGHT,0.0,0.0,0.0,23811.56537604662
2015,LV,AVIATION_LONG_HAUL,0.0,0.0,0.0,1945.8320154796506
2015,LV,SHIPPING,0.0,0.0,0.0,170342.8287270179
2015,LV,NON_ENERGY,0.0,0.0,764.4546814570002,0.0
2015,ME,ELECTRICITY,471.7085728,360.7043743,217.822812,0.0
2015,ME,HEAT_HIGH_T,0.0,0.0,1067.179729,0.0
2015,ME,HEAT_LOW_T_SH,1945.053541,350.9738808,0.0,0.0
2015,ME,HEAT_LOW_T_HW,429.2397363,133.9424162,253.7233571,0.0
2015,ME,PROCESS_COOLING,0.0,0.0,87.98220513,0.0
2015,ME,SPACE_COOLING,110.391877,230.1088556,0.0,0.0
2015,ME,MOBILITY_PASSENGER,0.0,0.0,0.0,3373.866262
2015,ME,MOBILITY_FREIGHT,0.0,0.0,0.0,1121.127004
2015,ME,AVIATION_LONG_HAUL,0.0,0.0,0.0,174.0116044
2015,ME,SHIPPING,0.0,0.0,0.0,4872.40123
2015,ME,NON_ENERGY,0.0,0.0,181.7742324,0.0
2015,MK,ELECTRICITY,1712.159994,905.0683379,1345.076558,0.0
2015,MK,HEAT_HIGH_T,0.0,0.0,2209.805384,0.0
2015,MK,HEAT_LOW_T_SH,2980.197591,1167.396552,864.2669786,0.0
2015,MK,HEAT_LOW_T_HW,1058.596082,494.9864838,919.3898537,0.0
2015,MK,PROCESS_COOLING,0.0,0.0,281.8019388,0.0
2015,MK,SPACE_COOLING,111.8209201,248.7122592,76.10989032,0.0
2015,MK,MOBILITY_PASSENGER,0.0,0.0,0.0,14883.8311
2015,MK,MOBILITY_FREIGHT,0.0,0.0,0.0,3851.565715
2015,MK,AVIATION_LONG_HAUL,0.0,0.0,0.0,381.6188732
2015,MK,SHIPPING,0.0,0.0,0.0,0.0
2015,MK,NON_ENERGY,0.0,0.0,3524.668246,0.0
2015,NL,ELECTRICITY,16638.733532768707,63019.74618652226,18590.354120202846,0.0
2015,NL,HEAT_HIGH_T,0.0,0.0,93384.97652154173,0.0
2015,NL,HEAT_LOW_T_SH,63439.74864506808,43506.157073585026,15941.196282841884,0.0
2015,NL,HEAT_LOW_T_HW,16736.969128292443,20130.415733435897,16416.94671506328,0.0
2015,NL,PROCESS_COOLING,0.0,0.0,11556.16988499274,0.0
2015,NL,SPACE_COOLING,3055.8013531876427,8843.736626515016,313.4811325916043,0.0
2015,NL,MOBILITY_PASSENGER,0.0,0.0,0.0,192824.20100434226
2015,NL,MOBILITY_FREIGHT,0.0,0.0,0.0,107821.65388942123
2015,NL,AVIATION_LONG_HAUL,0.0,0.0,0.0,82191.93695435897
2015,NL,SHIPPING,0.0,0.0,0.0,3951605.4988492425
2015,NL,NON_ENERGY,0.0,0.0,75173.30776539407,0.0
2015,NO,ELECTRICITY,9928.068003,4689.731783,21009.35327,0.0
2015,NO,HEAT_HIGH_T,0.0,0.0,37413.80375,0.0
2015,NO,HEAT_LOW_T_SH,27148.59974,15907.95544,4453.729885,0.0
2015,NO,HEAT_LOW_T_HW,5338.225774,2773.743897,2358.479468,0.0
2015,NO,PROCESS_COOLING,0.0,0.0,1530.465687,0.0
2015,NO,SPACE_COOLING,577.5593236,1671.503463,81.41191676,0.0
2015,NO,MOBILITY_PASSENGER,0.0,0.0,0.0,81384.0
2015,NO,MOBILITY_FREIGHT,0.0,0.0,0.0,72867.0
2015,NO,AVIATION_LONG_HAUL,0.0,0.0,0.0,9021.871037379366
2015,NO,SHIPPING,0.0,0.0,0.0,212808.2663
2015,NO,NON_ENERGY,0.0,0.0,19570.73388,0.0
2015,PL,ELECTRICITY,27395.745188078054,41354.07140487834,20612.040488236875,0.0
2015,PL,HEAT_HIGH_T,0.0,0.0,109766.53534221194,0.0
2015,PL,HEAT_LOW_T_SH,138044.01293360998,68278.98753894266,7786.014116755619,0.0
2015,PL,HEAT_LOW_T_HW,25457.59271316464,26879.318783622322,18310.271782650478,0.0
2015,PL,PROCESS_COOLING,0.0,0.0,9849.442514007918,0.0
2015,PL,SPACE_COOLING,1080.4418640943354,3126.8862671141364,195.14523677059384,0.0
2015,PL,MOBILITY_PASSENGER,0.0,0.0,0.0,282944.14162881504
2015,PL,MOBILITY_FREIGHT,0.0,0.0,0.0,202981.9211566686
2015,PL,AVIATION_LONG_HAUL,0.0,0.0,0.0,16319.68453521981
2015,PL,SHIPPING,0.0,0.0,0.0,231108.19957710613
2015,PL,NON_ENERGY,0.0,0.0,40722.99616987995,0.0
2015,PT,ELECTRICITY,8377.020320152318,15543.382730882617,8683.861702388394,0.0
2015,PT,HEAT_HIGH_T,0.0,0.0,31400.138689455398,0.0
2015,PT,HEAT_LOW_T_SH,6358.164658081905,11096.036300023241,5595.142663552551,0.0
2015,PT,HEAT_LOW_T_HW,4767.690527373727,5800.256889408157,4099.627455074914,0.0
2015,PT,PROCESS_COOLING,0.0,0.0,2066.005040612565,0.0
2015,PT,SPACE_COOLING,1976.229423660313,5719.3680204997845,1269.5408672070548,0.0
2015,PT,MOBILITY_PASSENGER,0.0,0.0,0.0,125919.91230112623
2015,PT,MOBILITY_FREIGHT,0.0,0.0,0.0,24115.04631936114
2015,PT,AVIATION_LONG_HAUL,0.0,0.0,0.0,24624.976740421902
2015,PT,SHIPPING,0.0,0.0,0.0,361135.7665870109
2015,PT,NON_ENERGY,0.0,0.0,9569.687760797522,0.0
2015,RO,ELECTRICITY,11203.205870059675,13996.752809817643,6330.757872865847,0.0
2015,RO,HEAT_HIGH_T,0.0,0.0,51171.05269967008,0.0
2015,RO,HEAT_LOW_T_SH,54862.12870402707,11165.079044995271,6666.645787230955,0.0
2015,RO,HEAT_LOW_T_HW,10534.019882723696,3930.7183411224873,5453.537731160668,0.0
2015,RO,PROCESS_COOLING,0.0,0.0,2611.0938600272475,0.0
2015,RO,SPACE_COOLING,417.991747197301,1209.7019724183572,196.44189604399799,0.0
2015,RO,MOBILITY_PASSENGER,0.0,0.0,0.0,136216.27234067503
2015,RO,MOBILITY_FREIGHT,0.0,0.0,0.0,44174.07998030587
2015,RO,AVIATION_LONG_HAUL,0.0,0.0,0.0,2561.6088039789856
2015,RO,SHIPPING,0.0,0.0,0.0,173762.01685104702
2015,RO,NON_ENERGY,0.0,0.0,8623.259790974043,0.0
2015,RS,ELECTRICITY,4293.040279,5823.673124,2018.475311,0.0
2015,RS,HEAT_HIGH_T,0.0,0.0,16315.188200000002,0.0
2015,RS,HEAT_LOW_T_SH,21023.02957,4645.489682,2125.568554,0.0
2015,RS,HEAT_LOW_T_HW,4036.6098940000006,1635.466388,1738.785697,0.0
2015,RS,PROCESS_COOLING,0.0,0.0,832.511464,0.0
2015,RS,SPACE_COOLING,160.173385,503.3245182,62.63279762,0.0
2015,RS,MOBILITY_PASSENGER,0.0,0.0,0.0,50684.6172
2015,RS,MOBILITY_FREIGHT,0.0,0.0,0.0,16436.70243
2015,RS,AVIATION_LONG_HAUL,0.0,0.0,0.0,953.1472225
2015,RS,SHIPPING,0.0,0.0,0.0,0.0
2015,RS,NON_ENERGY,0.0,0.0,15688.24357,0.0
2015,SE,ELECTRICITY,18730.772166861363,8847.87428203697,39637.25971725238,0.0
2015,SE,HEAT_HIGH_T,0.0,0.0,70586.68756111567,0.0
2015,SE,HEAT_LOW_T_SH,51219.85831149518,30012.71635689722,8402.621766817567,0.0
2015,SE,HEAT_LOW_T_HW,10071.354339132442,5233.079080961624,4449.621180188003,0.0
2015,SE,PROCESS_COOLING,0.0,0.0,2887.450368865984,0.0
2015,SE,SPACE_COOLING,1089.6512896419679,3153.539090583764,153.59572531011383,0.0
2015,SE,MOBILITY_PASSENGER,0.0,0.0,0.0,159791.3508339513
2015,SE,MOBILITY_FREIGHT,0.0,0.0,0.0,79569.4282035514
2015,SE,AVIATION_LONG_HAUL,0.0,0.0,0.0,11265.17335943483
2015,SE,SHIPPING,0.0,0.0,0.0,232382.72561113592
2015,SE,NON_ENERGY,0.0,0.0,15959.274939752215,0.0
2015,SI,ELECTRICITY,2367.1989645167646,2068.6556546213737,5305.7356099437875,0.0
2015,SI,HEAT_HIGH_T,0.0,0.0,6605.616199223641,0.0
2015,SI,HEAT_LOW_T_SH,7490.892629679851,2819.512999713062,1419.216287081446,0.0
2015,SI,HEAT_LOW_T_HW,2256.4678746192503,1132.7312615011788,726.7881705688417,0.0
2015,SI,PROCESS_COOLING,0.0,0.0,360.73729872375753,0.0
2015,SI,SPACE_COOLING,250.53713612915584,725.0747646853141,113.41818593780745,0.0
2015,SI,MOBILITY_PASSENGER,0.0,0.0,0.0,31049.415991718968
2015,SI,MOBILITY_FREIGHT,0.0,0.0,0.0,12150.156648738264
2015,SI,AVIATION_LONG_HAUL,0.0,0.0,0.0,639.5573459645517
2015,SI,SHIPPING,0.0,0.0,0.0,128660.913150455
2015,SI,NON_ENERGY,0.0,0.0,1214.8075112503252,0.0
2015,SK,ELECTRICITY,4030.7059331290952,4567.832795726354,1955.2916247196276,0.0
2015,SK,HEAT_HIGH_T,0.0,0.0,25086.13800859469,0.0
2015,SK,HEAT_LOW_T_SH,11942.37781493304,10621.328865526255,9977.108922812784,0.0
2015,SK,HEAT_LOW_T_HW,3469.680462134653,2531.8135865595664,1142.221806975108,0.0
2015,SK,PROCESS_COOLING,0.0,0.0,1273.858010543963,0.0
2015,SK,SPACE_COOLING,270.2715670623462,782.1878062333947,859.5845713202461,0.0
