,,WOOD,WET_BIOMASS,ENERGY_CROPS_2,BIOWASTE,BIOMASS_RESIDUES,WASTE
c_op_local,DE,0.023680405572220224,0.024168584412424733,0.023259410863752054,0.00019417195000713457,0.01544320743514992,0.00945525
c_op_local,DK,0.018649952566500393,0.02528215791971486,0.0,9.94811144064372e-06,0.015226862656292998,0.00579773
c_op_local,EE,0.011240259914786964,0.013945437670756011,0.020462209563683397,9.411853404033432e-06,0.0095941183070871,0.01335769
c_op_local,GR,0.02082487861070546,0.016546270571984236,0.03557167594942615,0.00021507271925313995,0.018299896503736788,0.00831838
c_op_local,ES,0.02451934178748974,0.017486382723634144,0.03212584210491434,5.620969015331436e-07,0.01527917641709627,0.00717225
c_op_local,FI,0.028318250961034446,0.04374866837418059,0.024745393263449513,0.00013687755402690935,0.014688494907109847,0.00607866
c_op_local,FR,0.02154013368974479,0.022334152527317474,0.021696208991447367,0.00022701137824859938,0.0092173491036756,0.00854573
c_op_local,HR,0.009797745381152887,0.014823134172775174,0.0,0.00010005535763753111,0.011832872410490834,0.0062602
c_op_local,HU,0.009278777000399524,0.012145571136426548,0.014201845049496757,1.0690327872993349e-05,0.011068648662182434,0.00628278
c_op_local,IE,0.023389523294002613,0.02177625184346655,0.02853230495332163,8.606844203028191e-05,0.0108613620130158,0.00891927
c_op_local,IT,0.021941130948058864,0.018191295257664608,0.03363902362821883,0.00021507271925313995,0.015338518460002872,0.01191635
c_op_local,LT,0.011562869686016448,0.014189252580609353,0.018011563523759166,9.050031991545443e-05,0.008587732470568488,0.00491252
c_op_local,LU,0.025522174273283727,0.07449134095260002,0.0,1.592705294980794e-06,0.01825499193746994,0.01002601
c_op_local,LV,0.010851075756544431,0.014366077281054719,0.019862178303167843,3.8309762414420635e-07,0.008941219499374596,0.00186901
c_op_local,ME,0.004995060005579328,0.014147937261342395,0.01794222826782488,0.0,0.015240609776746114,0.0062602
c_op_local,MK,0.0067475319670065445,0.01734273528616133,0.017942225924796062,0.00010092726369200087,0.014762659266890858,0.0062602
c_op_local,NL,0.0248501983976127,0.023100576085653916,0.031300052570666,0.00015625129616086462,0.011377697081217155,0.00812027
c_op_local,NO,0.02107913225472035,0.06191615865093552,0.035019049803846826,1.0275808261588163e-05,0.013792613657626008,0.00995628
c_op_local,PL,0.011970707284803503,0.01394367298565691,0.019080248227615736,8.28443686103316e-06,0.009019348178064985,0.01314697
c_op_local,PT,0.02578111442105893,0.015947754210457382,0.020021036384204917,1.5349761719203065e-05,0.013489233600939012,0.00771797
c_op_local,RO,0.009395488293482256,0.010819639359490584,0.014123111988367968,0.0003055103040969295,0.009914660228477484,0.00578225
c_op_local,RS,0.005262381089885743,0.015833760766421588,0.01791729469826866,0.00030551030409692954,0.012323534020365887,0.0062602
c_op_local,SE,0.0292389687689721,0.027362874156361964,0.033677419769822435,1.0697063717463264e-05,0.013792613657626006,0.00995628
c_op_local,SI,0.010796605480807943,0.015836106482110014,0.014201903619579162,0.000355020445877512,0.01442666065670431,0.0062602
c_op_local,SK,0.010144394501262555,0.012809627027242802,0.0180410562594845,5.761681652020428e-05,0.014603712363353736,0.00659634
c_op_local,GB,0.022445463969717038,0.024630197110054722,0.030487911233438744,8.345900183882616e-05,0.014221361955110113,0.00823738
