{PERIODS};Electricity (%_elec);Space Heating (%_sh);Space Cooling (%_sc);Passanger mobility (%_pass);Freight mobility (%_freight);PV;Wind_onshore;Wind_offshore;Hydro_dam;Hydro_river;Tidal;Solar
4150;0.000108632;4.63057E-05;0;3.75949E-05;0.000114155;0;0.226532196;0.4405;0.328828829;0.517936785;0.07046786;0
4151;0.000110272;5.94774E-05;0;2.34968E-05;0.000114155;0;0.197245927;0.3911;0.17835403;0.496315687;0.023695608;0
4152;8.66151E-05;7.09925E-05;0;9.39872E-06;0.000114155;0;0.165826222;0.3279;0.122839055;0.474015901;0.001337349;0
4153;6.85366E-05;8.15872E-05;0;5.8742E-06;0.000114155;0;0.145655547;0.2893;0.109569029;0.463350785;0.05086574;0
4154;5.91292E-05;9.07706E-05;0;2.34968E-06;0.000114155;0;0.14837083;0.3024;0.098612126;0.462962963;0.218460449;0
4155;4.58215E-05;9.87268E-05;0;1.17484E-06;0.000114155;0;0.157680372;0.2945;0.102873143;0.46810161;0.278945073;0
4156;3.98166E-05;0.00010654;0;1.40981E-05;0.000114155;0.003553545;0.160201707;0.2893;0.107499391;0.472561567;0.174082287;0
4157;4.80496E-05;0.000101652;0;3.75949E-05;0.000114155;0.018898401;0.150407293;0.2701;0.137691746;0.484196238;0.050933833;0
4158;7.03193E-05;7.54922E-05;0;9.39872E-05;0.000114155;0.068809562;0.138576416;0.1493;0.228634039;0.516094629;0.001482743;0
4159;0.000104287;4.334E-05;0;0.0001821;0.000114155;0.163140042;0.124612102;0.1377;0.283418554;0.533643591;0.007989428;0
4160;0.000130008;1.00424E-05;0;0.000158603;0.000114155;0.288483282;0.120248255;0.1614;0.312758705;0.531607524;0.089897349;0.117824571
4161;0.000141362;0;0;0.000146855;0.000114155;0.40768858;0.118793639;0.1325;0.285853421;0.537424859;0.123457062;0.333684
4162;0.000145381;0;0;0.000164478;0.000114155;0.491358424;0.11530256;0.1024;0.376795715;0.545181307;0.077183541;0.535425429
4163;0.000144253;0;0;0.000187974;0.000114155;0.53303182;0.120636152;0.0752;0.346481617;0.535097925;0.025198773;0.729556286
4164;0.000153042;0;0;0.000206772;0.000114155;0.54546923;0.121799845;0.0539;0.341368395;0.513379872;0.001337349;0.798218571
4165;0.000149428;0;0;0.000187974;0.000114155;0.550153449;0.113460047;0.037;0.339907475;0.51386465;0.054964166;0.038710286
4166;0.000148007;0;0;0.000190324;0.000114155;0.524632531;0.110841738;0.0319;0.274287801;0.509113826;0.23429416;0.835123714
4167;0.000139681;0;0;0.000213821;0.000114155;0.466806655;0.110065943;0.0392;0.243730217;0.51628854;0.299613841;0.777771429
4168;0.000133369;0;0;0.00022322;0.000114155;0.393151349;0.112684251;0.0498;0.271244217;0.523948032;0.186527256;0.244151143
4169;0.000129307;0;0;0.00022322;0.000114155;0.271684704;0.104829325;0.0534;0.2807402;0.524529765;0.054511494;0.349718571
4170;0.000130555;0;0;0.000164478;0.000114155;0.146502988;0.099398759;0.0518;0.30934989;0.526565833;0.001526137;0.010574571
4171;0.000130647;0;0;0.000117484;0.000114155;0.057018252;0.091446858;0.0561;0.284879474;0.528117122;0.009050317;0.017706
4172;0.000113584;1.74669E-05;0;8.8113E-05;0.000114155;0.015344855;0.091543832;0.0709;0.226807889;0.509792515;0.097813061;0
4173;9.65922E-05;4.89237E-05;0;5.8742E-05;0.000114155;0;0.093095423;0.1193;0.317506696;0.51299205;0.132434905;0
4174;0.000103655;6.62065E-05;0;3.75949E-05;0.000114155;0;0.092125679;0.2032;0.390065741;0.532480124;0.081889714;0
4175;0.000105892;8.12395E-05;0;2.34968E-05;0.000114155;0;0.089895268;0.2997;0.250304358;0.497091332;0.026235395;0
4176;8.22316E-05;9.41658E-05;0;9.39872E-06;0.000114155;0;0.089798293;0.3683;0.152787923;0.457824317;0.001337349;0
4177;6.34543E-05;0.000105865;0;5.8742E-06;0.000114155;0;0.084076804;0.3998;0.123082542;0.443377933;0.061515589;0
4178;5.2432E-05;0.000116501;0;2.34968E-06;0.000114155;0;0.07980993;0.4157;0.095081568;0.442214466;0.259451038;0
4179;3.81538E-05;0.000126441;0;1.17484E-06;0.000114155;0;0.076124903;0.4172;0.084611639;0.446868334;0.33249289;0
4180;3.22461E-05;0.000136524;0;1.40981E-05;0.000114155;0.004361169;0.075155159;0.4157;0.11504748;0.457921272;0.20628524;0
4181;4.13959E-05;0.000125602;0;3.75949E-05;0.000114155;0.021805847;0.073797517;0.4012;0.147309472;0.474403723;0.060186122;0
4182;6.93674E-05;8.01964E-05;0;9.39872E-05;0.000114155;0.080116298;0.067300233;0.2479;0.241538836;0.4991274;0.001592804;0
4183;0.000106583;3.30521E-05;0;0.0001821;0.000114155;0.198675497;0.053335919;0.0995;0.342098856;0.51871243;0.010811523;0
4184;0.000133552;0;0;0.000158603;0.000114155;0.350993378;0.047420481;0.0638;0.381908936;0.522299787;0.110537179;0.001604571
4185;0.000142495;0;0;0.000146855;0.000114155;0.484897432;0.047129558;0.0448;0.376673971;0.515318984;0.146701666;0.010596857
4186;0.000146137;0;0;0.000164478;0.000114155;0.577612664;0.043347556;0.0311;0.354516679;0.524335854;0.089301712;0.158774571
4187;0.000151167;0;0;0.000187974;0.000114155;0.624293329;0.035298681;0.025;0.350012174;0.526178011;0.027843033;0.47814
4188;0.000154492;0;0;0.000206772;0.000114155;0.639961234;0.031225756;0.0186;0.306306306;0.529571456;0.001337349;0.469381714
4189;0.000147412;0;0.00021706;0.000187974;0.000114155;0.634630916;0.030256012;0.014;0.300340881;0.521718053;0.063809807;0.229921714
4190;0.000143447;0;0.000399219;0.000190324;0.000114155;0.602325957;0.030837859;0.0148;0.264791819;0.510277293;0.268220293;0.247872857
4191;0.00013516;0;0.000467316;0.000213821;0.000114155;0.534647068;0.031710628;0.0219;0.240930119;0.511731627;0.343964545;0.734035714
4192;0.000129876;0;0.000430714;0.00022322;0.000114155;0.435147795;0.032874321;0.0311;0.233625517;0.529571456;0.213168635;0.040493143
4193;0.000127521;0;0.000276644;0.00022322;0.000114155;0.307381683;0.03306827;0.0434;0.345385927;0.538006593;0.062161666;0
4194;0.000133008;0;0;0.000164478;0.000114155;0.163301567;0.032971296;0.0627;0.398831264;0.554295133;0.00161545;0
4195;0.000134607;0;0;0.000117484;0.000114155;0.059441124;0.03394104;0.1061;0.33430728;0.556137289;0.011445723;0
4196;0.000121656;0;0;8.8113E-05;0.000114155;0.015344855;0.037141195;0.1936;0.272826881;0.55303471;0.115011628;0
4197;0.000114313;0;0;5.8742E-05;0.000114155;0;0.041602017;0.2688;0.300462625;0.550513865;0.151675501;0
4198;0.000125983;0;0;3.75949E-05;0.000114155;0;0.040632273;0.3389;0.326150475;0.54818693;0.091868274;0
4199;0.000130373;7.34264E-06;0;2.34968E-05;0.000114155;0;0.043153607;0.3389;0.205624544;0.50814427;0.028393154;0
4200;0.000107199;1.62193E-05;0;9.39872E-06;0.000114155;0;0.043929403;0.2153;0.140491843;0.472852434;0.001337349;0
4201;8.82273E-05;2.7857E-05;0;5.8742E-06;0.000114155;0;0.041311094;0.1585;0.173240808;0.452297848;0.066160369;0
4202;7.66572E-05;3.98221E-05;0;2.34968E-06;0.000114155;0;0.041214119;0.1465;0.130508887;0.445510956;0.27718495;0
4203;6.1218E-05;4.92509E-05;0;1.17484E-06;0.000114155;0;0.036268425;0.0903;0.137204772;0.454140004;0.355697074;0
4204;5.57369E-05;5.81889E-05;0;1.40981E-05;0.000114155;0.004684219;0.033844065;0.0488;0.138909179;0.458696917;0.220203476;0
4205;6.23032E-05;5.47323E-05;0;3.75949E-05;0.000114155;0.020675174;0.031128782;0.0212;0.152057463;0.487201862;0.064179973;0
4206;8.86054E-05;1.61374E-05;0;9.39872E-05;0.000114155;0.075755128;0.028801396;0.0103;0.170318968;0.520069808;0.00163831;0
4207;0.000117209;0;0;0.0001821;0.000114155;0.190922307;0.026958883;0.0041;0.163257852;0.527147566;0.012104251;0
4208;0.000131644;0;0;0.000158603;0.000114155;0.337748344;0.02579519;0.0065;0.159849038;0.519294163;0.119605224;0.081365143
4209;0.000142148;0;0;0.000146855;0.000114155;0.462122436;0.025407292;0.0183;0.280861943;0.51958503;0.156760507;0.205362857
4210;0.000143454;0;0.000308991;0.000164478;0.000114155;0.544338556;0.025407292;0.0229;0.389457025;0.520360675;0.094483545;0.059748
4211;0.000142502;0;0.000702677;0.000187974;0.000114155;0.59602649;0.026861908;0.0272;0.410031653;0.525111499;0.028950473;0
4212;0.000142418;0;0.001020605;0.000206772;0.000114155;0.618639961;0.029577192;0.0361;0.236060385;0.524335854;0.001337349;0.077487429
4213;0.000135869;0;0.001258094;0.000187974;0.000114155;0.609271523;0.033456168;0.0478;0.2706355;0.525014543;0.068567958;0.659311714
4214;0.000133386;0;0.00139897;0.000190324;0.000114155;0.573251494;0.034716835;0.0577;0.229242756;0.525111499;0.286347164;0.902482286
4215;0.000125687;0;0.001435146;0.000213821;0.000114155;0.506703279;0.035977502;0.0582;0.227051376;0.522105876;0.36769341;0.779309143
4216;0.000120366;0;0.001376838;0.00022322;0.000114155;0.407204006;0.037723041;0.0513;0.285122961;0.525693233;0.227391412;0.2886
4217;0.000118775;0;0.00122745;0.00022322;0.000114155;0.278791795;0.038304888;0.0425;0.455563672;0.54644173;0.066241503;0.462551143
4218;0.000123411;0;0.000987834;0.000164478;0.000114155;0.14892586;0.036074476;0.0361;0.528366204;0.560597247;0.001661385;0.244808571
4219;0.000131448;0;0.000327717;0.000117484;0.000114155;0.056049104;0.034813809;0.0272;0.482955929;0.573201474;0.012787565;0.011243143
4220;0.000124046;0;0;8.8113E-05;0.000114155;0.014698756;0.039080683;0.0388;0.442415388;0.551774287;0.124319533;0
4221;0.000116544;0;0;5.8742E-05;0.000114155;0;0.0443173;0.0577;0.467007548;0.541012216;0.161957913;0
4222;0.000128773;0;0;3.75949E-05;0.000114155;0;0.050329713;0.0633;0.481251522;0.536455304;0.097147986;0
4223;0.000134516;0;0;2.34968E-05;0.000114155;0;0.05246315;0.0488;0.241417093;0.518130696;0.029515039;0
4224;0.00011388;0;0;9.39872E-06;0.000114155;0;0.057117921;0.0299;0.171779888;0.492243553;0.001337349;0
4225;9.75895E-05;0;0;5.8742E-06;0.000114155;0;0.05973623;0.037;0.220964208;0.468877254;0.068567958;0
4226;8.76283E-05;5.03145E-06;0;2.34968E-06;0.000114155;0;0.061675718;0.0796;0.114195276;0.458309094;0.286347164;0
4227;7.28656E-05;1.48489E-05;0;1.17484E-06;0.000114155;0;0.063130334;0.1138;0.111638666;0.458599961;0.36769341;0
4228;6.72296E-05;2.34596E-05;0;1.40981E-05;0.000114155;0.004522694;0.068366951;0.143;0.132091551;0.460539073;0.227391412;0
4229;7.40271E-05;1.806E-05;0;3.75949E-05;0.000114155;0.01986755;0.077094647;0.2021;0.196250304;0.484487105;0.066241503;0
4230;9.2622E-05;0;0;9.39872E-05;0.000114155;0.073009207;0.083010085;0.2419;0.258582907;0.520166764;0.001661385;0
4231;0.000115682;0;0;0.0001821;0.000114155;0.178646422;0.070888285;0.176;0.33138544;0.535582703;0.012787565;0
4232;0.000131085;0;0;0.000158603;0.000114155;0.318365369;0.048778123;0.1161;0.395909423;0.53500097;0.124319533;0
4233;0.000139497;0;0.000284731;0.000146855;0.000114155;0.442577936;0.046838635;0.1862;0.477233991;0.531316657;0.161957913;0
4234;0.000138153;0;0.000849937;0.000164478;0.000114155;0.529155225;0.060124127;0.2165;0.508643779;0.535485748;0.097147986;0
4235;0.000135581;0;0.001304911;0.000187974;0.000114155;0.578097238;0.074864236;0.2313;0.485025566;0.53344968;0.029515039;0.008134286
4236;0.000135717;0;0.001640289;0.000206772;0.000114155;0.596995639;0.084755625;0.2431;0.407231556;0.516676362;0.001337349;0.035423143
4237;0.000129041;0;0.001823726;0.000187974;0.000114155;0.584396705;0.082816137;0.2516;0.39761383;0.509792515;0.068567958;0.069230571
4238;0.000126028;0;0.001898207;0.000190324;0.000114155;0.547246002;0.081458495;0.2739;0.303627952;0.519972852;0.286347164;0.471498857
4239;0.000118524;0;0.001916082;0.000213821;0.000114155;0.484251333;0.078646237;0.3347;0.276844412;0.514058561;0.36769341;0.907396286
4240;0.000114091;0;0.001819469;0.00022322;0.000114155;0.394766597;0.074088441;0.4157;0.303019236;0.498060888;0.227391412;0.772456286
4241;0.000111768;0;0.001597728;0.00022322;0.000114155;0.271684704;0.085725369;0.4771;0.392744095;0.518324607;0.066241503;0.595452
4242;0.000117039;0;0.001186166;0.000164478;0.000114155;0.146664513;0.090477114;0.5106;0.401144388;0.533255769;0.001661385;0.352303714
4243;0.000124717;0;0.000352403;0.000117484;0.000114155;0.054433856;0.090477114;0.4961;0.33430728;0.545666085;0.012787565;0.123964286
4244;0.000117739;0;0;8.8113E-05;0.000114155;0.014214182;0.107738557;0.4859;0.280496713;0.54246655;0.124319533;0
4245;0.000112198;0;0;5.8742E-05;0.000114155;0;0.137509697;0.5308;0.290236182;0.530831879;0.161957913;0
4246;0.000125703;0;0;3.75949E-05;0.000114155;0;0.167377812;0.499;0.406257609;0.508338181;0.097147986;0
4247;0.00013216;0;0;2.34968E-05;0.000114155;0;0.181051203;0.4522;0.361699537;0.501842156;0.029515039;0
4248;0.000112656;0;0;9.39872E-06;0.000114155;0;0.172905353;0.3669;0.159849038;0.488850107;0.001337349;0
4249;9.40819E-05;0;0;5.8742E-06;0.000114155;0;0.172129558;0.2867;0.12624787;0.462672096;0.066160369;0
4250;8.21268E-05;5.44051E-06;0;2.34968E-06;0.000114155;0;0.171838635;0.2431;0.060019479;0.448322668;0.27718495;0
4251;6.54905E-05;1.55852E-05;0;1.17484E-06;0.000114155;0;0.173002327;0.229;0.031896762;0.426992438;0.355697074;0
4252;5.6863E-05;2.32551E-05;0;1.40981E-05;0.000114155;0.004522694;0.147110163;0.2516;0.060871682;0.420496413;0.220203476;0
4253;5.71224E-05;1.6751E-05;0;3.75949E-05;0.000114155;0.018413827;0.13557021;0.2726;0.066715364;0.42825286;0.064179973;0
4254;6.35397E-05;0;0;9.39872E-05;0.000114155;0.063802294;0.120345229;0.2244;0.122473825;0.444832267;0.00163831;0
4255;7.26364E-05;0;0;0.0001821;0.000114155;0.150218059;0.119472459;0.1595;0.207207207;0.476051968;0.012104251;0
4256;8.68547E-05;0;0;0.000158603;0.000114155;0.25908577;0.127133437;0.1201;0.318845873;0.48526275;0.119605224;0.115094571
4257;0.00010141;0;0;0.000146855;0.000114155;0.358746568;0.124612102;0.0709;0.228025323;0.484777972;0.156760507;0.330508286
4258;0.000107958;0;0;0.000164478;0.000114155;0.433047973;0.126454616;0.0353;0.168492817;0.482644949;0.094483545;0.522377143
4259;0.000107893;0;0.000351977;0.000187974;0.000114155;0.48651268;0.137412723;0.0154;0.198198198;0.472949389;0.028950473;0.726336
4260;0.000111668;0;0.000654583;0.000206772;0.000114155;0.51381037;0.15234678;0.0009;0.110908206;0.461605585;0.001337349;0.843781714
4261;0.000102257;0;0.00084483;0.000187974;0.000114155;0.516233242;0.166117145;0.0002;0.034818602;0.45268567;0.061515589;0.062199429
4262;9.5433E-05;0;0.000919311;0.000190324;0.000114155;0.497819415;0.166795966;0.0008;0.039931824;0.451231336;0.259451038;0
4263;8.79641E-05;0;0.000904415;0.000213821;0.000114155;0.451623324;0.157680372;0.0031;0.056367178;0.456951716;0.33249289;0.842567143
4264;8.48281E-05;0;0.000794182;0.00022322;0.000114155;0.385398159;0.151764934;0.0041;0.105551497;0.46082994;0.20628524;0.77415
4265;8.73467E-05;0;0.0005784;0.00022322;0.000114155;0.273623001;0.12897595;0.0022;0.194424154;0.471495055;0.060186122;0.618450857
4266;9.66117E-05;0;0.000212378;0.000164478;0.000114155;0.150702633;0.118308767;0.0006;0.264304845;0.487104906;0.001592804;0.230055429
4267;0.000100114;0;0;0.000117484;0.000114155;0.057018252;0.104635376;0.0026;0.256756757;0.491952686;0.010811523;0.124332
4268;9.23667E-05;0;0;8.8113E-05;0.000114155;0.015183331;0.10162917;0.0199;0.213172632;0.487589684;0.110537179;0
4269;8.89458E-05;0;0;5.8742E-05;0.000114155;0;0.110841738;0.0524;0.315437059;0.478184991;0.146701666;0
4270;0.000104754;0;0;3.75949E-05;0.000114155;0;0.114332816;0.0752;0.381056732;0.482160171;0.089301712;0
4271;0.000112811;5.99274E-06;0;2.34968E-05;0.000114155;0;0.104150504;0.0835;0.178110543;0.447159201;0.027843033;0
4272;9.22107E-05;1.86532E-05;0;9.39872E-06;0.000114155;0;0.090186191;0.0518;0.124665206;0.417006011;0.001337349;0
4273;7.48322E-05;3.11704E-05;0;5.8742E-06;0.000114155;0;0.080003879;0.0143;0.083150718;0.396742292;0.057093452;0
4274;6.20173E-05;4.22355E-05;0;2.34968E-06;0.000114155;0;0.073797517;0.0048;0.053567081;0.387919333;0.242490125;0
4275;4.61141E-05;5.1603E-05;0;1.17484E-06;0.000114155;0;0.074767261;0.0016;0.046992939;0.381811131;0.310320471;0
4276;3.69024E-05;5.92115E-05;0;1.40981E-05;0.000114155;0.004684219;0.071761055;0.002;0.036036036;0.381714175;0.192966199;0
4277;3.52581E-05;5.00077E-05;0;3.75949E-05;0.000114155;0.020998223;0.072633825;0.0177;0.034209886;0.390149312;0.056361494;0
4278;4.22348E-05;1.45421E-05;0;9.39872E-05;0.000114155;0.077370376;0.070694337;0.0571;0.029461894;0.392476246;0.001548149;0
4279;5.22894E-05;0;0;0.0001821;0.000114155;0.194152803;0.055275407;0.0746;0.050888727;0.396257514;0.009614278;0
4280;6.38192E-05;0;0;0.000158603;0.000114155;0.345178485;0.047323507;0.0937;0.072559046;0.40207485;0.101939461;0.060750857
4281;7.731E-05;0;0;0.000146855;0.000114155;0.477467291;0.049553918;0.1161;0.113343073;0.408376963;0.137082597;0.169739143
4282;8.02912E-05;0;0.000539244;0.000164478;0.000114155;0.571313197;0.053335919;0.1377;0.115290967;0.414194299;0.084312891;0.326251714
4283;8.0493E-05;0;0.00103082;0.000187974;0.000114155;0.622678081;0.055081458;0.1883;0.097151205;0.400717471;0.0267642;0.222812571
4284;8.37184E-05;0;0.001432167;0.000206772;0.000114155;0.640122759;0.055857254;0.2256;0.079863647;0.379387241;0.001337349;0.414246857
4285;7.37374E-05;0;0.00172158;0.000187974;0.000114155;0.629785172;0.060802948;0.1936;0.054541028;0.376672484;0.05288849;0.874636286
4286;6.42509E-05;0;0.001901612;0.000190324;0.000114155;0.598933936;0.067785105;0.2313;0.024470416;0.373569905;0.226284986;0.724876286
4287;5.74688E-05;0;0.001936937;0.000213821;0.000114155;0.531901147;0.068851823;0.2455;0.045288532;0.377835951;0.289156352;0.210744857
4288;5.54117E-05;0;0.001838196;0.00022322;0.000114155;0.428363754;0.07253685;0.2589;0.083272462;0.387919333;0.180233168;0
4289;5.91372E-05;0;0.001617732;0.00022322;0.000114155;0.295751898;0.077579519;0.2626;0.176406136;0.414582121;0.052702427;0.037596
4290;7.08E-05;0;0.001229578;0.000164478;0.000114155;0.157971249;0.088731575;0.2688;0.263330899;0.429028505;0.001504336;0.001181143
4291;8.85251E-05;0;0.000509026;0.000117484;0.000114155;0.057664351;0.090865012;0.317;0.297662527;0.429028505;0.008508853;0.008502
4292;9.50552E-05;0;0;8.8113E-05;0.000114155;0.015021806;0.101144298;0.3883;0.292792793;0.435039752;0.093799545;0
4293;9.53925E-05;0;0;5.8742E-05;0.000114155;0;0.119569434;0.4361;0.342707572;0.449777002;0.127893469;0
4294;0.000110069;0;0;3.75949E-05;0.000114155;0;0.136539954;0.4143;0.371682493;0.443474889;0.079513417;0
4295;0.000115812;0;0;2.34968E-05;0.000114155;0;0.127715283;0.3854;0.148283419;0.413224743;0.025713601;0
4296;9.81725E-05;0;0;9.39872E-06;0.000114155;0;0.115593483;0.3375;0.11541271;0.3899554;0.001337349;0
4297;8.32748E-05;0;0;5.8742E-06;0.000114155;0;0.105411172;0.2854;0.07596786;0.38423502;0.046976286;0
4298;7.204E-05;1.03083E-05;0;2.34968E-06;0.000114155;0;0.106089992;0.2564;0.055514974;0.384719798;0.203356673;0
4299;5.75797E-05;2.20075E-05;0;1.17484E-06;0.000114155;0;0.098622964;0.2431;0.023983443;0.387531511;0.25924941;0
4300;5.35593E-05;3.01682E-05;0;1.40981E-05;0.000114155;0.004199645;0.090089216;0.2244;0.056123691;0.390149312;0.162203552;0
4301;6.42848E-05;2.29688E-05;0;3.75949E-05;0.000114155;0.019059926;0.082040341;0.2348;0.116386657;0.390537134;0.047516238;0
4302;8.65705E-05;0;0;9.39872E-05;0.000114155;0.069455661;0.068463926;0.1633;0.154005357;0.396548381;0.001440179;0
4303;0.000110189;0;0;0.0001821;0.000114155;0.170893232;0.050620636;0.1233;0.258826394;0.419526857;0.007014863;0
4304;0.000128271;0;0;0.000158603;0.000114155;0.312873526;0.041311094;0.125;0.283783784;0.450843514;0.082420653;0
4305;0.000138785;0;0.000105976;0.000146855;0.000114155;0.440316589;0.038886734;0.0862;0.283053324;0.461605585;0.114894415;0.118270286
4306;0.000136981;0;0.000749919;0.000164478;0.000114155;0.531739622;0.034522886;0.0524;0.313245678;0.466938142;0.072661221;0.067748571
4307;0.000135404;0;0.001268309;0.000187974;0.000114155;0.586658052;0.03394104;0.0315;0.282322863;0.46810161;0.024189823;0
4308;0.000134815;0;0.001680722;0.000206772;0.000114155;0.616055565;0.036462374;0.0202;0.238616995;0.457921272;0.001337349;0
4309;0.000128275;0;0.001971411;0.000187974;0.000114155;0.618639961;0.038013964;0.0143;0.260896031;0.439208842;0.041521966;0.268955143
4310;0.000127155;0;0.002139526;0.000190324;0.000114155;0.591342271;0.037238169;0.0115;0.23046019;0.42825286;0.182031959;0.354666
4311;0.000119251;0;0.002187619;0.000213821;0.000114155;0.526732353;0.036850272;0.0122;0.233382031;0.434748885;0.231479158;0.596220857
4312;0.000114596;0;0.002131014;0.00022322;0.000114155;0.42384106;0.036462374;0.0148;0.321767714;0.45181307;0.145418301;0
4313;0.000113588;0;0.001962473;0.00022322;0.000114155;0.293005976;0.035589604;0.0239;0.362673484;0.466744231;0.042681955;0.016302
4314;0.000121213;0;0.001646673;0.000164478;0.000114155;0.155709902;0.035686579;0.0518;0.399439981;0.469168121;0.001377872;0.183422571
4315;0.000129651;0;0.000909948;0.000117484;0.000114155;0.057825876;0.041505043;0.1177;0.302654005;0.464029475;0.005706861;0.051201429
4316;0.000129987;0;0;8.8113E-05;0.000114155;0.014698756;0.061481769;0.2688;0.331263696;0.463544697;0.072001364;0
4317;0.000122196;0;0;5.8742E-05;0.000114155;0;0.09765322;0.5033;0.325054785;0.47382199;0.102807437;0
4318;0.000134087;0;0;3.75949E-05;0.000114155;0;0.12412723;0.6632;0.32018505;0.460345162;0.066214451;0
4319;0.000138182;0;0;2.34968E-05;0.000114155;0;0.131788208;0.7396;0.127221816;0.441729688;0.022727465;0
4320;0.00011573;0;0;9.39872E-06;0.000114155;0;0.13382467;0.7301;0.042975408;0.403335272;0.001337349;0
4321;0.000100172;0;0;5.8742E-06;0.000114155;0;0.1371218;0.6897;0.068663258;0.38578631;0.036507074;0
4322;9.18222E-05;0;0;2.34968E-06;0.000114155;0;0.139255237;0.6544;0.041879718;0.382005042;0.16225271;0
4323;8.04707E-05;0;0;1.17484E-06;0.000114155;0;0.13867339;0.6314;0.031288045;0.377932907;0.205766405;0
4324;7.65379E-05;2.47482E-06;0;1.40981E-05;0.000114155;0.00403812;0.139158262;0.634;0.048088629;0.379775063;0.12983292;0
4325;8.33086E-05;0;0;3.75949E-05;0.000114155;0.020352124;0.14594647;0.6417;0.100681763;0.385689354;0.038187213;0
4326;9.76281E-05;0;0;9.39872E-05;0.000114155;0.076239703;0.139255237;0.5365;0.227173119;0.402656583;0.001317389;0
4327;0.000121203;0;0;0.0001821;0.000114155;0.189953158;0.0928045;0.4157;0.327367908;0.419429901;0.004572484;0
4328;0.000133512;0;0.00034389;0.000158603;0.000114155;0.335163948;0.071179209;0.4027;0.382395909;0.426701571;0.062499406;0.001582286
4329;0.00013048;0;0.001384074;0.000146855;0.000114155;0.464706833;0.077870442;0.6288;0.350620891;0.442408377;0.091599358;0.003521143
4330;0.000128248;0;0.002050574;0.000164478;0.000114155;0.552576321;0.088731575;0.6169;0.38604821;0.458987784;0.060160745;0.062411143
4331;0.000127459;0;0.002596202;0.000187974;0.000114155;0.602164432;0.098622964;0.5747;0.303262722;0.458599961;0.021325264;0
4332;0.000124881;0;0.003027342;0.000206772;0.000114155;0.604425779;0.099495733;0.5279;0.264426589;0.451134381;0.001337349;0.035467714
4333;0.000120326;0;0.00335591;0.000187974;0.000114155;0.606525602;0.099398759;0.4742;0.261139518;0.443087066;0.031913156;0.793159714
4334;0.000115007;0;0.003562755;0.000190324;0.000114155;0.592472945;0.094162141;0.407;0.228512296;0.427186349;0.143960789;0.123585429
4335;0.000108434;0;0.0036466;0.000213821;0.000114155;0.5296398;0.092901474;0.35;0.207328951;0.427768082;0.182031959;0.012558
4336;0.000104506;0;0.003593825;0.00022322;0.000114155;0.428202229;0.09105896;0.3211;0.261748235;0.439499709;0.115402912;0.001270286
4337;0.0001026;0;0.003454651;0.00022322;0.000114155;0.296721047;0.092513576;0.3225;0.329194059;0.451134381;0.03401965;0
4338;0.000107642;0;0.003117996;0.000164478;0.000114155;0.158455823;0.096586501;0.374;0.30606282;0.449873958;0.001258702;0.050978571
4339;0.000119242;0;0.002043339;0.000117484;0.000114155;0.059118075;0.105508146;0.3225;0.274166058;0.452879581;0.003599367;0
4340;0.000124701;0;0.000778009;8.8113E-05;0.000114155;0.015183331;0.152637704;0.3655;0.231312394;0.433488462;0.053872509;0
4341;0.000124708;0;0.000130236;5.8742E-05;0.000114155;0;0.211695113;0.4274;0.299123448;0.427283304;0.081237003;0
4342;0.000137503;0;0;3.75949E-05;0.000114155;0;0.246896819;0.4172;0.220598977;0.408764786;0.054487738;0
4343;0.000136361;0;0;2.34968E-05;0.000114155;0;0.278510473;0.3024;0.099099099;0.395869692;0.019981956;0
4344;0.000113981;0;0;9.39872E-06;0.000114155;0;0.278995345;0.1614;0.090698807;0.390246267;0.001337349;0
4345;9.93626E-05;0;0;5.8742E-06;0.000114155;0;0.265515904;0.0777;0.095933772;0.386949777;0.029075305;0
4346;9.18174E-05;0;0;2.34968E-06;0.000114155;0;0.255527541;0.1153;0.081811541;0.386755866;0.13256376;0
4347;8.31592E-05;0;0;1.17484E-06;0.000114155;0;0.248642358;0.2638;0.07852447;0.390828001;0.167268949;0
4348;8.07212E-05;0;0;1.40981E-05;0.000114155;0.00403812;0.252618309;0.3669;0.105064524;0.395578825;0.106402809;0
4349;8.66861E-05;0;0;3.75949E-05;0.000114155;0.019706025;0.234968968;0.4114;0.116751887;0.404207873;0.031416934;0
4350;0.000100148;0;0;9.39872E-05;0.000114155;0.072363108;0.211501164;0.3157;0.094594595;0.411867365;0.001220562;0
4351;0.000122099;0;0;0.0001821;0.000114155;0.169924083;0.157971296;0.2021;0.252982712;0.429125461;0.003034107;0
4352;0.000129947;0;0.000850363;0.000158603;0.000114155;0.298497819;0.125096974;0.3955;0.346481617;0.462866007;0.048586515;0.115696286
4353;0.000129833;0;0.001815213;0.000146855;0.000114155;0.42755613;0.122187742;0.4756;0.494886779;0.47954237;0.074782231;0.173772857
4354;0.000127376;0;0.002589392;0.000164478;0.000114155;0.535939267;0.132176106;0.5479;0.39615291;0.48371146;0.050911129;0.233643429
4355;0.0001253;0;0.003211204;0.000187974;0.000114155;0.592957519;0.148758728;0.6062;0.335402971;0.486038394;0.019118512;0.447073714
4356;0.000122131;0;0.003656389;0.000206772;0.000114155;0.612017445;0.154189294;0.6022;0.23192111;0.466453364;0.001337349;0.668705143
